protein_name,subcellular_location,cellular_location,sequence_length
Q9HC97,Cell.membrane,M,309
O14239,Cell.membrane,M,1155
Q7T3R4,Cell.membrane,M,481
O60669,Cell.membrane,M,478
P58295,Cell.membrane,M,799
C6KFA3,Cell.membrane,M,1185
Q9SV84,Cell.membrane,M,304
Q61327,Cell.membrane,M,619
Q8TDS4,Cell.membrane,M,363
Q6YZF3,Cell.membrane,M,307
O59740,Cell.membrane,M,522
P31809,Cell.membrane,M,521
P43606,Cell.membrane,M,678
P54244,Cell.membrane,M,564
Q9XI72,Cell.membrane,M,209
Q7Z418,Cell.membrane,M,384
Q9XIE2,Cell.membrane,M,1469
Q60EN8,Cell.membrane,M,151
Q91ZU9,Cell.membrane,M,1003
P20905,Cell.membrane,M,564
Q8CFW1,Cell.membrane,M,1002
P33533,Cell.membrane,M,372
P33534,Cell.membrane,M,380
C0LGG8,Cell.membrane,M,1038
Q9NRD9,Cell.membrane,M,1551
Q08722,Cell.membrane,M,323
A2ARI4,Cell.membrane,M,951
Q9AUE0,Cell.membrane,M,1950
Q90240,Cell.membrane,M,1389
O35174,Cell.membrane,M,477
Q9Y2C5,Cell.membrane,M,497
P26362,Cell.membrane,M,1492
O81905,Cell.membrane,M,850
Q10133,Cell.membrane,M,200
P97689,Cell.membrane,M,384
C8V329,Cell.membrane,M,508
Q9WTY4,Cell.membrane,M,265
P53988,Cell.membrane,M,484
Q09143,Cell.membrane,M,622
G5EBR3,Cell.membrane,M,461
Q9H6D3,Cell.membrane,M,395
Q9NQ90,Cell.membrane,M,1003
Q6UWR7,Cell.membrane,M,440
O49696,Cell.membrane,M,560
Q6UXZ3,Cell.membrane,M,194
Q01453,Cell.membrane,M,160
C0LGU0,Cell.membrane,M,662
Q9M1E2,Cell.membrane,M,558
Q24372,Cell.membrane,M,359
P16581,Cell.membrane,M,610
P18434,Cell.membrane,M,290
Q8K211,Cell.membrane,M,196
Q9LSE1,Cell.membrane,M,432
P19024,Cell.membrane,M,602
Q9FFT2,Cell.membrane,M,194
P47735,Cell.membrane,M,999
P42287,Cell.membrane,M,295
Q24008,Cell.membrane,M,674
O95264,Cell.membrane,M,441
C0LGN2,Cell.membrane,M,1020
P10644,Cell.membrane,M,381
Q9M6N7,Cell.membrane,M,475
P31389,Cell.membrane,M,488
Q8VGC3,Cell.membrane,M,655
Q9GL65,Cell.membrane,M,841
Q8WWT9,Cell.membrane,M,602
Q9H5Y7,Cell.membrane,M,841
Q9XIC7,Cell.membrane,M,628
Q9VJN5,Cell.membrane,M,470
Q9SZ11,Cell.membrane,M,759
Q05659,Cell.membrane,M,627
P35436,Cell.membrane,M,1464
O44783,Cell.membrane,M,589
A8R7E6,Cell.membrane,M,617
P63010,Cell.membrane,M,937
Q9WVT0,Cell.membrane,M,1349
Q9VNB5,Cell.membrane,M,486
Q8L7R5,Cell.membrane,M,152
Q9H2H9,Cell.membrane,M,487
Q9ESC1,Cell.membrane,M,738
Q8NFA2-3,Cell.membrane,M,371
O14842,Cell.membrane,M,300
Q21929,Cell.membrane,M,251
P36021,Cell.membrane,M,539
Q9FGS5,Cell.membrane,M,210
Q3EBY6,Cell.membrane,M,416
P36027,Cell.membrane,M,376
P27922,Cell.membrane,M,693
O02351,Cell.membrane,M,525
Q3UV74,Cell.membrane,M,738
Q9SCT4,Cell.membrane,M,836
Q2R3P9,Cell.membrane,M,303
Q7K4Y6,Cell.membrane,M,631
Q9Y345,Cell.membrane,M,797
Q9WTU3,Cell.membrane,M,1978
Q5T3U5,Cell.membrane,M,1492
F4I1H5,Cell.membrane,M,141
Q9M817,Cell.membrane,M,607
O95867,Cell.membrane,M,125
Q38890,Cell.membrane,M,621
Q08417,Cell.membrane,M,382
Q8H157,Cell.membrane,M,585
Q07824,Cell.membrane,M,586
P38360,Cell.membrane,M,1216
P47002,Cell.membrane,M,699
O15146,Cell.membrane,M,869
Q9JHE3,Cell.membrane,M,756
Q16832,Cell.membrane,M,855
Q8MKK4,Cell.membrane,M,488
P33302,Cell.membrane,M,1511
P37091,Cell.membrane,M,650
Q96KK3,Cell.membrane,M,526
Q6PEY1,Cell.membrane,M,159
Q01959,Cell.membrane,M,620
Q9JM59,Cell.membrane,M,270
Q5H943,Cell.membrane,M,113
Q8N4T4,Cell.membrane,M,335
P35374,Cell.membrane,M,363
Q86WB7,Cell.membrane,M,457
Q92854,Cell.membrane,M,862
Q8L9B5,Cell.membrane,M,182
Q8BJ52,Cell.membrane,M,321
Q6WVG3,Cell.membrane,M,327
P51865,Cell.membrane,M,171
Q9HBA0-5,Cell.membrane,M,837
Q21219,Cell.membrane,M,835
P50080,Cell.membrane,M,613
B1ATG9,Cell.membrane,M,517
P46720,Cell.membrane,M,670
P46101,Cell.membrane,M,859
O82811,Cell.membrane,M,530
Q9QZE9,Cell.membrane,M,271
Q3E756,Cell.membrane,M,94
Q9M9E1,Cell.membrane,M,1423
P08646,Cell.membrane,M,189
P21462,Cell.membrane,M,350
B5MEV3,Cell.membrane,M,450
Q9VFI9,Cell.membrane,M,1118
Q9LPZ9,Cell.membrane,M,830
Q9NR22,Cell.membrane,M,394
P30372,Cell.membrane,M,466
Q84VQ3,Cell.membrane,M,439
P0C6T3,Cell.membrane,M,269
Q9UU99,Cell.membrane,M,1008
Q9JHE5,Cell.membrane,M,504
P30825,Cell.membrane,M,629
G5EBK1,Cell.membrane,M,783
Q9R007,Cell.membrane,M,190
Q9UQD0,Cell.membrane,M,1980
Q96FL8,Cell.membrane,M,570
Q8IYR6,Cell.membrane,M,380
Q9CAT6,Cell.membrane,M,539
Q9P296,Cell.membrane,M,337
P34975,Cell.membrane,M,380
Q9FRS6,Cell.membrane,M,1029
Q0DJ33,Cell.membrane,M,380
Q7TNN9,Cell.membrane,M,497
D3KZG3,Cell.membrane,M,1285
Q42400,Cell.membrane,M,485
Q05518,Cell.membrane,M,499
Q5SQ64,Cell.membrane,M,297
Q95Q39,Cell.membrane,M,287
O08602,Cell.membrane,M,253
Q9XEA1,Cell.membrane,M,772
Q6RI86,Cell.membrane,M,1125
D0Q0Y7,Cell.membrane,M,160
Q9FNH6,Cell.membrane,M,231
P38084,Cell.membrane,M,609
Q9WV38,Cell.membrane,M,501
Q8K480,Cell.membrane,M,584
Q9LRP3,Cell.membrane,M,467
Q9ER63,Cell.membrane,M,176
Q9D3P8,Cell.membrane,M,147
Q8VDB9,Cell.membrane,M,592
P42658,Cell.membrane,M,865
Q62668,Cell.membrane,M,929
Q27218,Cell.membrane,M,507
Q92536,Cell.membrane,M,515
Q62178,Cell.membrane,M,760
Q9BQ31,Cell.membrane,M,491
Q86UW2,Cell.membrane,M,128
D4A6D8,Cell.membrane,M,523
Q6S5L9,Cell.membrane,M,626
Q6R3K9,Cell.membrane,M,664
Q9Y3Q4,Cell.membrane,M,1203
Q6VB83,Cell.membrane,M,365
P18872,Cell.membrane,M,354
P35404,Cell.membrane,M,388
Q8R4I7,Cell.membrane,M,533
Q93V47,Cell.membrane,M,100
O00481,Cell.membrane,M,513
Q8BIK6,Cell.membrane,M,829
Q12675,Cell.membrane,M,1612
A2VCW5,Cell.membrane,M,479
Q8JG54,Cell.membrane,M,432
Q6PAJ1,Cell.membrane,M,1270
Q9QXZ9,Cell.membrane,M,521
P61837,Cell.membrane,M,286
Q9NQ40,Cell.membrane,M,469
Q9SIH4,Cell.membrane,M,206
P0DKC2,Cell.membrane,M,186
Q9HBW9,Cell.membrane,M,690
Q9LRB7,Cell.membrane,M,325
A8J6J0,Cell.membrane,M,764
Q8R1S9,Cell.membrane,M,547
Q9SQH9,Cell.membrane,M,498
P18507,Cell.membrane,M,467
O44827,Cell.membrane,M,510
Q4KMQ2,Cell.membrane,M,910
P18508,Cell.membrane,M,466
P41597,Cell.membrane,M,374
Q9C757,Cell.membrane,M,580
Q99572,Cell.membrane,M,595
Q2TB54,Cell.membrane,M,535
O54709,Cell.membrane,M,232
Q08357,Cell.membrane,M,652
Q96LA5,Cell.membrane,M,508
Q5DID3,Cell.membrane,M,1319
P11836,Cell.membrane,M,297
P30546,Cell.membrane,M,491
O43000,Cell.membrane,M,514
Q9LFS4,Cell.membrane,M,638
P01730,Cell.membrane,M,458
Q9LX93,Cell.membrane,M,301
Q9UIX4,Cell.membrane,M,513
Q62674,Cell.membrane,M,648
Q8K4C2-4,Cell.membrane,M,683
Q8K4C2-1,Cell.membrane,M,674
Q8K4C2-5,Cell.membrane,M,689
O57579,Cell.membrane,M,967
Q14699,Cell.membrane,M,578
Q98998,Cell.membrane,M,408
P91682,Cell.membrane,M,1036
Q6NXK7,Cell.membrane,M,797
Q3U4N7,Cell.membrane,M,345
Q8N608,Cell.membrane,M,796
Q8IUW5,Cell.membrane,M,271
Q9JK41,Cell.membrane,M,187
A5LGM7,Cell.membrane,M,504
Q9ULT6,Cell.membrane,M,936
Q6PIU1,Cell.membrane,M,500
P38227,Cell.membrane,M,689
Q6P4Q7,Cell.membrane,M,775
Q9FMD7,Cell.membrane,M,625
P09581,Cell.membrane,M,977
Q9NX52,Cell.membrane,M,303
Q5ANE3,Cell.membrane,M,170
A1Z6W3,Cell.membrane,M,1299
Q9JKF6,Cell.membrane,M,515
O80623,Cell.membrane,M,815
Q13433,Cell.membrane,M,755
P31321,Cell.membrane,M,381
Q9Z218,Cell.membrane,M,804
Q09914,Cell.membrane,M,202
Q9EPX4,Cell.membrane,M,343
Q5DRK1,Cell.membrane,M,494
Q9Z1F2,Cell.membrane,M,673
Q9D659,Cell.membrane,M,308
Q71MB6,Cell.membrane,M,724
Q61762,Cell.membrane,M,602
Q38868,Cell.membrane,M,541
P21709,Cell.membrane,M,976
A5X5Y0,Cell.membrane,M,456
Q06598,Cell.membrane,M,404
O88704,Cell.membrane,M,910
E7FBY6,Cell.membrane,M,1367
Q8RY65,Cell.membrane,M,635
Q9NYV7,Cell.membrane,M,291
Q09553,Cell.membrane,M,228
P43427,Cell.membrane,M,502
Q9Y2I2,Cell.membrane,M,539
Q9DBI0,Cell.membrane,M,811
Q9UNG2,Cell.membrane,M,199
O08890,Cell.membrane,M,366
P20594,Cell.membrane,M,1047
Q9FFZ7,Cell.membrane,M,202
P85171,Cell.membrane,M,956
Q9Y2I9,Cell.membrane,M,924
P51864,Cell.membrane,M,188
Q8IYJ3,Cell.membrane,M,562
P12318,Cell.membrane,M,317
O22267,Cell.membrane,M,1122
Q9LXF3,Cell.membrane,M,187
A3BI11,Cell.membrane,M,390
Q86V40,Cell.membrane,M,505
Q8BHL4,Cell.membrane,M,356
Q7TQ33,Cell.membrane,M,436
Q6F6B3,Cell.membrane,M,1849
Q8RWZ6,Cell.membrane,M,616
Q9UIB8,Cell.membrane,M,345
Q9C0H2,Cell.membrane,M,523
Q8RWZ5,Cell.membrane,M,821
Q9ZT82,Cell.membrane,M,1780
Q96LA6,Cell.membrane,M,429
Q04279,Cell.membrane,M,960
P53283,Cell.membrane,M,614
D4ACN8,Cell.membrane,M,147
Q8QFP9,Cell.membrane,M,880
Q9D1N2,Cell.membrane,M,228
Q8WXA8,Cell.membrane,M,447
Q8NC24,Cell.membrane,M,303
Q96BF3,Cell.membrane,M,282
Q7PIR5,Cell.membrane,M,793
Q9SYQ8,Cell.membrane,M,980
P35123,Cytoplasm,Nucleus,962
P23949,Cytoplasm,Nucleus,484
Q62985,Cytoplasm,Nucleus,756
Q9UL40,Cytoplasm,Nucleus,294
Q14653,Cytoplasm,Nucleus,427
P53107,Cytoplasm,Nucleus,440
P56477,Cytoplasm,Nucleus,497
Q03195,Cytoplasm,Nucleus,608
P0DJI6,Cytoplasm,Nucleus,106
O15523,Cytoplasm,Nucleus,660
O00422,Cytoplasm,Nucleus,153
Q9VVR2,Cytoplasm,Nucleus,539
P35991,Cytoplasm,Nucleus,659
A1L020,Cytoplasm,Nucleus,520
O35381,Cytoplasm,Nucleus,247
Q9Y8G3,Cytoplasm,Nucleus,596
P63159,Cytoplasm,Nucleus,215
P63158,Cytoplasm,Nucleus,215
O16850,Cytoplasm,Nucleus,541
Q9GZT9,Cytoplasm,Nucleus,426
Q92804,Cytoplasm,Nucleus,592
Q923K9,Cytoplasm,Nucleus,594
Q9NRA8,Cytoplasm,Nucleus,985
P40024,Cytoplasm,Nucleus,610
P16892,Cytoplasm,Nucleus,353
Q9R1E0,Cytoplasm,Nucleus,652
D0VWM8,Cytoplasm,Nucleus,414
P70278,Cytoplasm,Nucleus,393
Q8BKT7,Cytoplasm,Nucleus,683
Q61823,Cytoplasm,Nucleus,469
Q9HC62,Cytoplasm,Nucleus,589
O22763,Cytoplasm,Nucleus,411
P14681,Cytoplasm,Nucleus,368
Q60680,Cytoplasm,Nucleus,745
Q9Y261,Cytoplasm,Nucleus,457
Q80ZG2,Cytoplasm,Nucleus,678
P35583,Cytoplasm,Nucleus,459
Q99966,Cytoplasm,Nucleus,193
Q9UBU9,Cytoplasm,Nucleus,619
Q96EV8-2,Cytoplasm,Nucleus,303
Q96EV8-3,Cytoplasm,Nucleus,270
Q9HCN4,Cytoplasm,Nucleus,374
Q9QWV4,Cytoplasm,Nucleus,267
Q07915,Cytoplasm,Nucleus,199
Q9UDY8,Cytoplasm,Nucleus,824
Q9JIB0,Cytoplasm,Nucleus,185
Q9R224,Cytoplasm,Nucleus,128
Q9JLN9,Cytoplasm,Nucleus,2549
Q9CW46,Cytoplasm,Nucleus,748
Q9H814,Cytoplasm,Nucleus,394
Q9H089,Cytoplasm,Nucleus,658
O35426,Cytoplasm,Nucleus,267
O35426-2,Cytoplasm,Nucleus,371
O94258,Cytoplasm,Nucleus,978
Q96DU7,Cytoplasm,Nucleus,683
P23950,Cytoplasm,Nucleus,338
P82804,Cytoplasm,Nucleus,207
Q9Z2X8,Cytoplasm,Nucleus,624
Q9UKD2,Cytoplasm,Nucleus,239
Q6ZN04,Cytoplasm,Nucleus,569
Q9WTL8,Cytoplasm,Nucleus,632
Q8K3W3,Cytoplasm,Nucleus,698
Q5TA31,Cytoplasm,Nucleus,235
Q21227,Cytoplasm,Nucleus,1188
Q923E4,Cytoplasm,Nucleus,737
Q9HAV4,Cytoplasm,Nucleus,1204
Q969T4,Cytoplasm,Nucleus,207
Q2VPU4,Cytoplasm,Nucleus,917
Q504Q3,Cytoplasm,Nucleus,1202
Q86Y26,Cytoplasm,Nucleus,1132
P0CJ62,Cytoplasm,Nucleus,239
O14979,Cytoplasm,Nucleus,420
Q9NWW0,Cytoplasm,Nucleus,138
Q13769,Cytoplasm,Nucleus,683
Q12363,Cytoplasm,Nucleus,437
P33201,Cytoplasm,Nucleus,236
P51843,Cytoplasm,Nucleus,470
Q9C0E2,Cytoplasm,Nucleus,1151
Q9NTK5,Cytoplasm,Nucleus,396
Q8CJ67,Cytoplasm,Nucleus,570
Q7TPV4,Cytoplasm,Nucleus,1344
Q96PV7,Cytoplasm,Nucleus,902
P54258,Cytoplasm,Nucleus,1183
O60921,Cytoplasm,Nucleus,280
Q7L622,Cytoplasm,Nucleus,706
Q9UPR3,Cytoplasm,Nucleus,1016
Q06834,Cytoplasm,Nucleus,288
Q19S50,Cytoplasm,Nucleus,770
P36068,Cytoplasm,Nucleus,246
Q1EHW4,Cytoplasm,Nucleus,186
Q99856,Cytoplasm,Nucleus,593
Q8IXW5,Cytoplasm,Nucleus,612
Q9VTL1,Cytoplasm,Nucleus,395
Q0VBL6,Cytoplasm,Nucleus,662
Q0VBL6-2,Cytoplasm,Nucleus,307
Q9DED4,Cytoplasm,Nucleus,166
Q9U3F4,Cytoplasm,Nucleus,603
O54781,Cytoplasm,Nucleus,681
Q5U5Q3,Cytoplasm,Nucleus,659
Q53I77,Cytoplasm,Nucleus,1135
Q96EB6,Cytoplasm,Nucleus,747
P30416,Cytoplasm,Nucleus,458
Q8VHQ2,Cytoplasm,Nucleus,579
Q9BRS8,Cytoplasm,Nucleus,491
Q9HAP2,Cytoplasm,Nucleus,919
Q9Y2N7,Cytoplasm,Nucleus,669
P81718,Cytoplasm,Nucleus,613
Q8N668,Cytoplasm,Nucleus,190
Q07955,Cytoplasm,Nucleus,248
Q96K30,Cytoplasm,Nucleus,269
Q969P5,Cytoplasm,Nucleus,355
Q53GS7,Cytoplasm,Nucleus,698
Q70Z19,Cytoplasm,Nucleus,374
Q9ULX6,Cytoplasm,Nucleus,646
Q53GL7,Cytoplasm,Nucleus,1025
F4JEI8,Cytoplasm,Nucleus,317
Q91YE8,Cytoplasm,Nucleus,1087
Q9JHS2,Cytoplasm,Nucleus,662
Q15654,Cytoplasm,Nucleus,476
Q96AQ6,Cytoplasm,Nucleus,731
Q12416,Cytoplasm,Nucleus,295
Q64289,Cytoplasm,Nucleus,357
Q96D46,Cytoplasm,Nucleus,503
Q7KNF2,Cytoplasm,Nucleus,224
Q9BRP8,Cytoplasm,Nucleus,204
P17861,Cytoplasm,Nucleus,261
P17861-2,Cytoplasm,Nucleus,376
P48999,Cytoplasm,Nucleus,674
Q5TAQ9,Cytoplasm,Nucleus,597
Q98TX3,Cytoplasm,Nucleus,467
O15111,Cytoplasm,Nucleus,745
Q8IXJ6,Cytoplasm,Nucleus,389
Q8IXJ6-2,Cytoplasm,Nucleus,352
Q8IXJ6-5,Cytoplasm,Nucleus,319
P38861,Cytoplasm,Nucleus,518
Q8CGU1,Cytoplasm,Nucleus,691
P97440,Cytoplasm,Nucleus,275
Q8H3A7,Cytoplasm,Nucleus,980
Q13107,Cytoplasm,Nucleus,963
Q9DBU6,Cytoplasm,Nucleus,334
Q9BQG0,Cytoplasm,Nucleus,1328
P09429,Cytoplasm,Nucleus,215
Q62095,Cytoplasm,Nucleus,658
Q9NQ94,Cytoplasm,Nucleus,594
Q8W034,Cytoplasm,Nucleus,411
Q91WK7,Cytoplasm,Nucleus,299
Q21441,Cytoplasm,S,1066
Q06108,Cytoplasm,S,1083
Q9BZL4,Cytoplasm,S,782
Q9P7D5,Cytoplasm,S,308
O16785,Cytoplasm,S,375
P39976,Cytoplasm,S,496
P20936,Cytoplasm,S,1047
Q03441,Cytoplasm,S,430
Q49A88,Cytoplasm,S,953
P40558,Cytoplasm,S,293
P40559,Cytoplasm,S,946
Q84KG5,Cytoplasm,S,546
Q42539,Cytoplasm,S,230
Q98SP8,Cytoplasm,S,629
Q9XVI9,Cytoplasm,S,142
Q9WUD8,Cytoplasm,S,179
P38754,Cytoplasm,S,138
Q86AV6,Cytoplasm,S,512
P38174,Cytoplasm,S,421
Q07963,Cytoplasm,S,1872
Q6PDX6,Cytoplasm,S,566
Q3E7A7,Cytoplasm,S,99
P70569,Cytoplasm,S,1846
Q9P3W6,Cytoplasm,S,468
P21672,Cytoplasm,S,869
A4FV68,Cytoplasm,S,467
Q08AG7,Cytoplasm,S,82
Q12525,Cytoplasm,S,324
Q84TG3,Cytoplasm,S,411
O94354,Cytoplasm,S,410
Q12834,Cytoplasm,S,499
P13693,Cytoplasm,S,172
Q9USS2,Cytoplasm,S,872
Q8S895,Cytoplasm,S,323
Q6TY21,Cytoplasm,S,218
Q9DAK8,Cytoplasm,S,192
Q8W035,Cytoplasm,S,492
Q93015,Cytoplasm,S,286
Q9P7Y8,Cytoplasm,S,706
Q70YC5,Cytoplasm,S,407
O94236,Cytoplasm,S,567
Q84P53,Cytoplasm,S,458
Q7TN29,Cytoplasm,S,428
Q5BKC6,Cytoplasm,S,479
Q6WCQ1,Cytoplasm,S,1025
O14305,Cytoplasm,S,471
Q8R512,Cytoplasm,S,485
P47029,Cytoplasm,S,1046
Q9M2K0,Cytoplasm,S,1242
Q969U6,Cytoplasm,S,566
Q8VD46,Cytoplasm,S,475
P39714,Cytoplasm,S,382
O13828,Cytoplasm,S,741
Q96HU1,Cytoplasm,S,749
O13824,Cytoplasm,S,1049
Q08168,Cytoplasm,S,423
Q04439,Cytoplasm,S,1219
Q96CS2,Cytoplasm,S,278
O54988,Cytoplasm,S,1233
Q9P219,Cytoplasm,S,2028
Q6ZVX7,Cytoplasm,S,275
P52013,Cytoplasm,S,204
Q04432,Cytoplasm,S,237
A1ZAJ2,Cytoplasm,S,1670
Q8BUM3,Cytoplasm,S,359
Q17827,Cytoplasm,S,117
Q969K4,Cytoplasm,S,478
Q42538,Cytoplasm,S,312
O82803,Cytoplasm,S,204
E5FYH1,Cytoplasm,S,1653
Q9I969,Cytoplasm,S,676
O89106,Cytoplasm,S,150
Q9MAC9,Cytoplasm,S,377
Q9Y592,Cytoplasm,S,693
P48643,Cytoplasm,S,541
Q8IYE0,Cytoplasm,S,955
Q8IYE1,Cytoplasm,S,715
Q8N865,Cytoplasm,S,590
Q8NEM0,Cytoplasm,S,835
Q05874,Cytoplasm,S,261
P45441,Cytoplasm,S,324
Q8CDP0,Cytoplasm,S,1006
O74781,Cytoplasm,S,618
Q8VCW2,Cytoplasm,S,446
P08536,Cytoplasm,S,511
Q39160,Cytoplasm,S,1520
Q05955,Cytoplasm,S,493
O60760,Cytoplasm,S,199
P78789,Cytoplasm,S,298
P24000,Cytoplasm,S,155
Q54QV3,Cytoplasm,S,1458
Q9P7W4,Cytoplasm,S,662
P21524,Cytoplasm,S,888
P24706,Cytoplasm,S,158
O08919,Cytoplasm,S,604
Q09760,Cytoplasm,S,785
Q9I9R0,Cytoplasm,S,357
P48361,Cytoplasm,S,1146
Q05580,Cytoplasm,S,639
P41214,Cytoplasm,S,584
Q8VIN1,Cytoplasm,S,187
O13796,Cytoplasm,S,656
O42665,Cytoplasm,S,463
P32047,Cytoplasm,S,452
Q8TC76,Cytoplasm,S,370
Q9UPN7,Cytoplasm,S,881
Q10113,Cytoplasm,S,308
Q02872,Cytoplasm,S,168
Q6KCA4,Cytoplasm,S,102
Q99MV5-2,Cytoplasm,S,550
Q5FWU8,Cytoplasm,S,439
Q9FJT6,Cytoplasm,S,254
Q9HCR9,Cytoplasm,S,933
O43182,Cytoplasm,S,974
Q16851,Cytoplasm,S,508
Q9SLN5,Cytoplasm,S,398
O75563,Cytoplasm,S,359
Q05672,Cytoplasm,S,457
Q5TBA9,Cytoplasm,S,3013
Q95UQ1,Cytoplasm,S,197
P0CX24,Cytoplasm,S,172
P0CX27,Cytoplasm,S,106
P0CX26,Cytoplasm,S,92
P60709,Cytoplasm,S,375
Q14032,Cytoplasm,S,418
P0CX29,Cytoplasm,S,145
P0CX28,Cytoplasm,S,106
P33420,Cytoplasm,S,868
Q5VYS8,Cytoplasm,S,1495
Q80VI1,Cytoplasm,S,734
P97789,Cytoplasm,S,1719
P38276,Cytoplasm,S,179
Q1W617,Cytoplasm,S,1475
Q148B6,Cytoplasm,S,480
Q9S7N2,Cytoplasm,S,391
O74414,Cytoplasm,S,236
P40893,Cytoplasm,S,198
Q8N1E6,Cytoplasm,S,418
Q9LHH7,Cytoplasm,S,299
P0DL09,Cytoplasm,S,698
Q9BSW2,Cytoplasm,S,395
P14743,Cytoplasm,S,455
Q96FT9,Cytoplasm,S,208
Q54SM3,Cytoplasm,S,179
Q9BY32,Cytoplasm,S,194
P83741,Cytoplasm,S,2377
Q0IH24,Cytoplasm,S,229
P37727,Cytoplasm,S,650
Q9FQ04,Cytoplasm,S,947
Q9BYP7,Cytoplasm,S,1800
O42874,Cytoplasm,S,1462
O42870,Cytoplasm,S,499
Q9VKK1,Cytoplasm,S,1354
P31265,Cytoplasm,S,168
Q7G188,Cytoplasm,S,687
Q60854,Cytoplasm,S,378
O04350,Cytoplasm,S,113
Q9HDX7,Cytoplasm,S,529
O74389,Cytoplasm,S,406
P05933,Cytoplasm,S,150
Q9P6L9,Cytoplasm,S,1038
O59762,Cytoplasm,S,399
O59763,Cytoplasm,S,650
Q9LKB9,Cytoplasm,S,1505
Q9NVM9,Cytoplasm,S,706
P80456,Cytoplasm,S,1334
Q6ZRV2,Cytoplasm,S,1179
Q9LE06,Cytoplasm,S,354
Q9BYN0,Cytoplasm,S,137
O60229,Cytoplasm,S,2985
O95932,Cytoplasm,S,706
P78820,Cytoplasm,S,2280
Q08634,Cytoplasm,S,303
Q9UTE4,Cytoplasm,S,234
Q8T1C6,Cytoplasm,S,423
P22987,Cytoplasm,S,891
P38760,Cytoplasm,S,659
O16228,Cytoplasm,S,186
O14100,Cytoplasm,S,938
Q8SVC2,Cytoplasm,S,177
Q03233,Cytoplasm,S,198
Q8S905,Cytoplasm,S,974
P05062,Cytoplasm,S,364
Q80VR3,Cytoplasm,S,304
Q7Z4H7,Cytoplasm,S,955
O50008,Cytoplasm,S,765
Q9Y295,Cytoplasm,S,367
Q9USP4,Cytoplasm,S,351
Q08AD1,Cytoplasm,S,1489
Q9USP7,Cytoplasm,S,397
O94347,Cytoplasm,S,327
Q12517,Cytoplasm,S,231
O42890,Cytoplasm,S,794
Q9H2J4,Cytoplasm,S,239
P51114,Cytoplasm,S,621
P78358,Cytoplasm,S,180
Q0WPN0,Cytoplasm,S,1055
Q9D5U9,Cytoplasm,S,680
Q99LJ0,Cytoplasm,S,638
Q15173,Cytoplasm,S,497
Q9P7X5,Cytoplasm,S,749
P47011,Cytoplasm,S,380
Q9GT24,Cytoplasm,S,706
O00471,Cytoplasm,S,708
Q9CZV8,Cytoplasm,S,436
Q9CXF4,Cytoplasm,S,671
Q9M076,Cytoplasm,S,462
Q8IWE5,Cytoplasm,S,1019
P0DMR3,Cytoplasm,S,200
Q9FEX0,Cytoplasm,S,355
O64517,Cytoplasm,S,418
F5A894,Cytoplasm,S,710
Q04429,Cytoplasm,S,423
Q00764,Cytoplasm,S,495
B0EXJ8,Cytoplasm,S,355
P32452,Cytoplasm,S,334
Q7XJ96,Cytoplasm,S,471
Q19087,Cytoplasm,S,470
Q07655,Cytoplasm,S,649
Q6ULP2,Cytoplasm,S,937
Q62871,Cytoplasm,S,638
O45551,Cytoplasm,S,212
Q8CH72,Cytoplasm,S,655
Q9TW28,Cytoplasm,S,1737
O13781,Cytoplasm,S,635
Q9UH77,Cytoplasm,S,587
Q8TE68,Cytoplasm,S,723
Q8TE67,Cytoplasm,S,593
Q8BGE7,Cytoplasm,S,488
P62701,Cytoplasm,S,263
Q9U6Z1,Cytoplasm,S,92
B2GUZ5,Cytoplasm,S,286
Q9NHD5,Cytoplasm,S,184
Q27YU0,Cytoplasm,S,814
O13819,Cytoplasm,S,559
Q27YU7,Cytoplasm,S,527
P42772,Cytoplasm,S,138
Q02910,Cytoplasm,S,864
O42650,Cytoplasm,S,497
O42652,Cytoplasm,S,409
O42654,Cytoplasm,S,432
Q9GRF8,Cytoplasm,S,216
Q9FK35,Cytoplasm,S,248
Q66HS7,Cytoplasm,S,362
Q14134,Cytoplasm,S,588
Q9C9Q4,Cytoplasm,S,651
Q9UPM9,Cytoplasm,S,204
P52732,Cytoplasm,S,1056
P46781,Cytoplasm,S,194
Q6EJ98,Cytoplasm,S,368
Q9V3D5,Cytoplasm,S,722
Q712U5,Cytoplasm,S,112
Q7Z2B8,Cytoplasm,S,147
Q8W2N5,Cytoplasm,S,478
Q12196,Cytoplasm,S,484
Q4LB35,Cytoplasm,S,733
Q9DBN4,Cytoplasm,S,303
Q9H227,Cytoplasm,S,469
P22768,Cytoplasm,S,420
Q95QJ7,Cytoplasm,S,525
P40186,Cytoplasm,S,285
P82289,Cytoplasm,S,125
Q9SJM7,Cytoplasm,S,336
Q8N142,Cytoplasm,S,457
Q14008,Cytoplasm,S,2032
P0CX56,Cytoplasm,S,146
Q8T626,Cytoplasm,S,1240
B2RY04,Cytoplasm,S,1868
F4JY37,Cytoplasm,S,1366
Q9NY74,Cytoplasm,S,926
Q9W358,Cytoplasm,S,573
P40157,Cytoplasm,S,782
Q9Y5P6,Cytoplasm,S,360
Q8N1F8,Cytoplasm,S,1099
O74325,Cytoplasm,S,997
P38818,Cytoplasm,S,585
Q10326,Cytoplasm,S,720
Q10322,Cytoplasm,S,267
P14755,Cytoplasm,S,319
P56932,Cytoplasm,S,453
